input_file,compare_file,abstract_semantic_score,intro_semantic_score,conclusion_semantic_score,final_semantic_score
PMC13901_plagiated.xml,PMC13901.xml,0.86916375,0.7696371,0.87477374,0.851502416
PMC13901_plagiated.xml,PMC29080.xml,0.40952533,0.24369004,0.520771,0.42085654000000006
PMC13901_plagiated.xml,PMC35277.xml,0.33660394,0.47894,0.34900633,0.370032108
PMC13901_plagiated.xml,PMC34549.xml,0.33475387,0.1967754,0.2816385,0.28591202800000004
PMC13901_plagiated.xml,PMC32247.xml,0.090457566,0.07951203,0.060608253,0.0763287336
PMC13902_plagiated.xml,PMC13902.xml,0.8658426,0.3489874,0.80921495,0.7398205000000001
PMC13902_plagiated.xml,PMC32304.xml,0.33230853,0.39813313,0.34723285,0.351443178
PMC13902_plagiated.xml,PMC13901.xml,0.33538538,0.4473876,0.24233949,0.320567468
PMC13902_plagiated.xml,PMC30711.xml,0.31265765,0.23405299,0.22587197,0.262222446
PMC13902_plagiated.xml,PMC32250.xml,0.15149795,0.2851563,0.32078403,0.245944052
PMC13913_plagiated.xml,PMC13913.xml,0.9290259,0.6053093,0.9271654,0.86353838
PMC13913_plagiated.xml,PMC29098.xml,0.17883494,0.1740849,0.26590836,0.21271430000000002
PMC13913_plagiated.xml,PMC32193.xml,0.2270642,0.29783636,0.15429063,0.21210920400000002
PMC13913_plagiated.xml,PMC31349.xml,0.13686849,0.17270419,0.26721424,0.19617393
PMC13913_plagiated.xml,PMC31339.xml,0.06747607,0.22293669,0.16397232,0.137166694
PMC15015_plagiated.xml,PMC15015.xml,0.82570326,0.35283786,0.9362375,0.7753438760000001
PMC15015_plagiated.xml,PMC17599.xml,0.71717316,0.37069675,0.5860438,0.595426134
PMC15015_plagiated.xml,PMC31411.xml,0.27498478,0.24311432,0.41813868,0.32587224800000003
PMC15015_plagiated.xml,PMC33392.xml,0.222235,0.20003861,0.3487444,0.26839948199999997
PMC15015_plagiated.xml,PMC35277.xml,0.18492891,0.26368096,0.16063757,0.190962784
PMC15023_plagiated.xml,PMC15023.xml,0.90096235,0.48725468,0.86831236,0.80516082
PMC15023_plagiated.xml,PMC35354.xml,0.26834443,0.18154714,0.40244466,0.304625064
PMC15023_plagiated.xml,PMC32297.xml,0.2855255,0.37011445,0.27766433,0.299298822
PMC15023_plagiated.xml,PMC32197.xml,0.24078824,0.22856042,0.34835932,0.281371108
PMC15023_plagiated.xml,PMC29012.xml,-0.0014879145,0.13160482,0.10063084,0.06597813420000001
PMC15024_plagiated.xml,PMC15024.xml,0.92117757,0.4284069,0.88594866,0.8085318720000001
PMC15024_plagiated.xml,PMC35277.xml,0.32960555,0.44630522,0.423044,0.390320864
PMC15024_plagiated.xml,PMC34549.xml,0.33239335,0.22453892,0.37860793,0.329308296
PMC15024_plagiated.xml,PMC33394.xml,0.28066278,0.33135295,0.36508396,0.324569286
PMC15024_plagiated.xml,PMC31336.xml,0.1765158,0.366001,0.22971961,0.235694364
