input_file,compare_file,abstract_semantic_score,intro_semantic_score,conclusion_semantic_score,final_semantic_score
PMC31337_plagiated.xml,PMC31337.xml,0.94953847,0.320918,0.8482046,0.7832808280000001
PMC31338_plagiated.xml,PMC31338.xml,0.8676082,0.49077913,0.63840246,0.7005600900000001
PMC31339_plagiated.xml,PMC31339.xml,0.84951824,0.5164428,0.83289766,0.77625492
PMC31341_plagiated.xml,PMC31341.xml,0.8786097,0.46868432,0.8752011,0.7952611840000001
PMC31342_plagiated.xml,PMC31342.xml,0.9208189,0.5452055,0.9167135,0.8440540599999999
PMC31344_plagiated.xml,PMC31344.xml,0.8803277,0.52175367,0.79937625,0.776232314
PMC31347_plagiated.xml,PMC31347.xml,0.85510993,0.61321366,0.85396934,0.80627444
PMC31348_plagiated.xml,PMC31348.xml,0.9551276,0.45873746,0.87034166,0.8219351960000001
PMC31349_plagiated.xml,PMC31349.xml,0.9498073,0.3763965,0.8981119,0.81444698
PMC31370_plagiated.xml,PMC31370.xml,0.83143634,0.27012494,0.9004256,0.7467697640000001
PMC31411_plagiated.xml,PMC31411.xml,0.7563406,0.40307954,0.9122251,0.7480421880000001
PMC31431_plagiated.xml,PMC31431.xml,0.9054462,0.3904485,0.90449756,0.8020672040000001
PMC31433_plagiated.xml,PMC31433.xml,0.93664813,0.32005876,0.85110164,0.7791116600000001
PMC31479_plagiated.xml,PMC31479.xml,0.91700125,0.56002927,0.8088137,0.8023318340000001
PMC31481_plagiated.xml,PMC31481.xml,0.942722,0.45610952,0.8169864,0.795105264
PMC31482_plagiated.xml,PMC31482.xml,0.910802,0.40596136,0.8184634,0.7728984320000001
PMC31580_plagiated.xml,PMC31580.xml,0.8847032,0.48667702,0.8350686,0.7852441240000001
PMC31918_plagiated.xml,PMC31918.xml,0.8292341,0.430551,0.9025111,0.77880828
PMC31925_plagiated.xml,PMC31925.xml,0.8646415,0.45987839,0.93879163,0.8133489300000001
PMC32158_plagiated.xml,PMC32158.xml,0.8731972,0.45399398,0.8550279,0.782088836
PMC32163_plagiated.xml,PMC32163.xml,0.8537713,0.60467446,0.91055554,0.8266656280000001
PMC32169_plagiated.xml,PMC32169.xml,0.66774833,0.22640005,0.81613964,0.638835198
PMC32170_plagiated.xml,PMC32170.xml,0.94502974,0.5898373,0.7990058,0.8155816760000001
PMC32172_plagiated.xml,PMC32172.xml,0.7617039,0.57826126,0.8703362,0.7684682920000001
PMC32173_plagiated.xml,PMC32173.xml,0.9111029,0.752596,0.76410574,0.8206026560000002
PMC32174_plagiated.xml,PMC32174.xml,0.90671337,0.52901655,0.8397856,0.8044028980000001
PMC32180_plagiated.xml,PMC32180.xml,0.88238513,0.20673256,0.66331124,0.65962506
PMC32181_plagiated.xml,PMC32181.xml,0.9523272,0.52202845,0.7586558,0.78879889
PMC32182_plagiated.xml,PMC32182.xml,0.82236135,0.55309004,0.7866874,0.7542375080000001
PMC32183_plagiated.xml,PMC32183.xml,0.94054455,0.48283702,0.90011597,0.8328316120000001
PMC32187_plagiated.xml,PMC32187.xml,0.8979316,0.41510016,0.76958346,0.750026056
PMC32188_plagiated.xml,PMC32188.xml,0.9846796,0.23988044,0.91450346,0.8076493120000001
PMC32189_plagiated.xml,PMC32189.xml,0.8421092,0.25980166,0.7907275,0.7050950120000001
PMC32191_plagiated.xml,PMC32191.xml,0.854322,0.5221617,0.86501163,0.792165792
PMC32193_plagiated.xml,PMC32193.xml,0.9244934,0.5300472,0.83367157,0.8092754280000001
PMC32195_plagiated.xml,PMC32195.xml,0.5590522,0.6312882,0.58775127,0.584979028
PMC32196_plagiated.xml,PMC32196.xml,0.959795,0.5310544,0.8871808,0.8450012
PMC32197_plagiated.xml,PMC32197.xml,0.7860837,0.36403418,0.8110141,0.711645956
PMC32199_plagiated.xml,PMC32199.xml,0.9216473,0.19660248,0.9480559,0.787201776
PMC32204_plagiated.xml,PMC32204.xml,0.7867904,0.65937686,0.89845693,0.805974304
PMC32206_plagiated.xml,PMC32206.xml,0.76426136,0.1699292,0.782931,0.6528627840000001
PMC32208_plagiated.xml,PMC32208.xml,0.8465105,0.6410331,0.7383718,0.7621595400000001
PMC32247_plagiated.xml,PMC32247.xml,0.8032654,0.46355158,0.9538169,0.7955432360000001
PMC32248_plagiated.xml,PMC32248.xml,0.85040826,0.34379426,0.8282223,0.740211076
PMC32250_plagiated.xml,PMC32250.xml,0.9373234,0.2383427,0.8512007,0.76307818
PMC32296_plagiated.xml,PMC32296.xml,0.9528456,0.5310257,0.88377094,0.8408517560000001
PMC32297_plagiated.xml,PMC32297.xml,0.85151243,0.4605685,0.6403124,0.688843632
PMC32299_plagiated.xml,PMC32299.xml,0.74537313,0.27858084,0.8054957,0.6760637
PMC32302_plagiated.xml,PMC32302.xml,0.9730303,0.42672426,0.9650294,0.8605687320000002
PMC32303_plagiated.xml,PMC32303.xml,0.89304376,0.49194688,0.9122263,0.8204974
PMC32304_plagiated.xml,PMC32304.xml,0.96171856,0.4933708,0.7598155,0.7872877840000001
PMC32311_plagiated.xml,PMC32311.xml,0.96063375,0.5203012,0.96223104,0.8732061560000001
PMC32312_plagiated.xml,PMC32312.xml,0.9255387,0.47549146,0.90521824,0.827401068
PMC32313_plagiated.xml,PMC32313.xml,0.83444005,0.566598,0.8834921,0.8004924600000001
PMC33341_plagiated.xml,PMC33341.xml,0.76840436,0.3613211,0.8730819,0.7288587240000001
PMC33342_plagiated.xml,PMC33342.xml,0.8376709,0.32772768,0.90076196,0.7609186800000001
PMC33343_plagiated.xml,PMC33343.xml,0.9420721,0.500031,0.9253272,0.84696592
PMC33344_plagiated.xml,PMC33344.xml,0.9101863,0.5090398,0.9139315,0.83145508
PMC33392_plagiated.xml,PMC33392.xml,0.7754454,0.5641941,0.8677897,0.77013286
PMC33394_plagiated.xml,PMC33394.xml,0.9527987,0.33067524,0.9026077,0.808297608
PMC33396_plagiated.xml,PMC33396.xml,0.94689184,0.509318,0.88065606,0.83288276
PMC33507_plagiated.xml,PMC33507.xml,0.91211736,0.42487252,0.9267318,0.8205141680000001
PMC33518_plagiated.xml,PMC33518.xml,0.7775599,0.41468066,0.8480725,0.7331890919999999
PMC33820_plagiated.xml,PMC33820.xml,0.780549,0.492885,0.9114783,0.77538792
PMC34102_plagiated.xml,PMC34102.xml,0.9032606,0.566184,0.92528975,0.8446569400000001
PMC34107_plagiated.xml,PMC34107.xml,0.93497276,0.50666565,0.82322526,0.8046123380000001
PMC34110_plagiated.xml,PMC34110.xml,0.93642956,0.7696093,0.850801,0.868814084
PMC34111_plagiated.xml,PMC34111.xml,0.93058914,0.44540057,0.85821176,0.804600474
PMC34113_plagiated.xml,PMC34113.xml,0.9275938,0.3892705,0.93278825,0.8220069200000001
PMC34114_plagiated.xml,PMC34114.xml,0.94408417,0.23598278,0.8950917,0.782866904
PMC34116_plagiated.xml,PMC34116.xml,0.7676581,0.56033134,0.87590635,0.769492048
PMC34117_plagiated.xml,PMC34117.xml,0.8852149,0.48103455,0.7622571,0.7551957100000001
PMC34514_plagiated.xml,PMC34514.xml,0.77967215,0.42326,0.6630563,0.6617433800000001
PMC34520_plagiated.xml,PMC34520.xml,0.9355451,0.53902423,0.9106699,0.846290846
PMC34549_plagiated.xml,PMC34549.xml,0.90097076,0.53748393,0.8986771,0.82735593
PMC34550_plagiated.xml,PMC34550.xml,0.65361834,0.34337583,0.9077812,0.693234982
PMC34551_plagiated.xml,PMC34551.xml,0.82636726,0.6353742,0.8978301,0.816753784
PMC34552_plagiated.xml,PMC34552.xml,0.8467994,0.42888218,0.84492576,0.7624665
PMC34605_plagiated.xml,PMC34605.xml,0.91621864,0.7512193,0.90004015,0.876747376
PMC34606_plagiated.xml,PMC34606.xml,0.90281594,0.3288923,0.77608633,0.7373393680000001
PMC35267_plagiated.xml,PMC35267.xml,0.95088255,0.3278198,0.9044385,0.80769238
PMC35277_plagiated.xml,PMC35277.xml,0.90690684,0.63404715,0.5787865,0.721086766
PMC35278_plagiated.xml,PMC35278.xml,0.66978234,0.53666395,0.871074,0.7236753260000001
PMC35279_plagiated.xml,PMC35279.xml,0.81687564,0.45536783,0.8996194,0.777671582
PMC35280_plagiated.xml,PMC35280.xml,0.88626826,0.37105474,0.8198755,0.756668452
PMC35283_plagiated.xml,PMC35283.xml,0.93082374,0.48831052,0.9508428,0.85032872
PMC35285_plagiated.xml,PMC35285.xml,0.8515578,0.541346,0.7661713,0.75536084
PMC35286_plagiated.xml,PMC35286.xml,0.9641671,0.6424906,0.9454486,0.8923444000000001
PMC35352_plagiated.xml,PMC35352.xml,0.9231314,0.4755293,0.872799,0.81347802
PMC35353_plagiated.xml,PMC35353.xml,0.9276545,0.37760442,0.7120078,0.7313858040000001
PMC35354_plagiated.xml,PMC35354.xml,0.9583222,0.5228876,0.9578207,0.8710346800000001
PMC35360_plagiated.xml,PMC35360.xml,0.92621446,0.5985106,0.97697616,0.8809783680000001
PMC35361_plagiated.xml,PMC35361.xml,0.868224,0.44213325,0.8604579,0.7798994100000001
PMC37242_plagiated.xml,PMC37242.xml,0.82542795,0.57039875,0.89986897,0.804198518
PMC37243_plagiated.xml,PMC37243.xml,0.9733173,0.22619125,0.88854945,0.78998495
PMC37310_plagiated.xml,PMC37310.xml,0.9346281,0.7148042,0.9080583,0.8800354
PMC37313_plagiated.xml,PMC37313.xml,0.9309267,0.5776659,0.9150834,0.85393722
PMC37314_plagiated.xml,PMC37314.xml,0.7758065,0.58016074,0.8498857,0.766309028
PMC37351_plagiated.xml,PMC37351.xml,0.9689646,0.41835567,0.80421925,0.792944674
PMC37352_plagiated.xml,PMC37352.xml,0.9208256,0.6393465,0.92016643,0.8642661120000001
PMC37353_plagiated.xml,PMC37353.xml,0.87549055,0.39128613,0.91314006,0.79370947
PMC37354_plagiated.xml,PMC37354.xml,0.8663368,0.45827416,0.82720673,0.7690722440000001
PMC37355_plagiated.xml,PMC37355.xml,0.6835488,0.46923316,0.9256021,0.7375069919999999
PMC37356_plagiated.xml,PMC37356.xml,0.8501525,0.4413937,0.84489465,0.7662976
PMC37391_plagiated.xml,PMC37391.xml,0.9110637,0.32182083,0.88775575,0.783891946
