input_file,average_probability
PMC13901_plagiated_multiplagiated.xml,0.16070357142857147
PMC13902_plagiated_multiplagiated.xml,0.32774861111111114
PMC13913_plagiated_multiplagiated.xml,0.39845331890331886
PMC15015_plagiated_multiplagiated.xml,0.5472506666666667
PMC15023_plagiated_multiplagiated.xml,0.3448744444444445
PMC15024_plagiated_multiplagiated.xml,0.28257908496732026
PMC15025_plagiated_multiplagiated.xml,0.2503597222222222
PMC15027_plagiated_multiplagiated.xml,0.4493737654320988
PMC15028_plagiated_multiplagiated.xml,0.5922522222222223
PMC16139_plagiated_multiplagiated.xml,0.21502333333333334
PMC16145_plagiated_multiplagiated.xml,0.23513269841269838
PMC17599_plagiated_multiplagiated.xml,0.6495849462365592
PMC17803_plagiated_multiplagiated.xml,0.45581111111111117
PMC25775_plagiated_multiplagiated.xml,0.20762799145299146
PMC28987_plagiated_multiplagiated.xml,0.39361111111111113
PMC28992_plagiated_multiplagiated.xml,0.5787944444444445
PMC28994_plagiated_multiplagiated.xml,0.4330309523809524
PMC29004_plagiated_multiplagiated.xml,0.41936111111111113
PMC29012_plagiated_multiplagiated.xml,0.4461527777777778
PMC29014_plagiated_multiplagiated.xml,0.3196777777777778
PMC29016_plagiated_multiplagiated.xml,0.3037435897435898
PMC29017_plagiated_multiplagiated.xml,0.37376025641025645
PMC29028_plagiated_multiplagiated.xml,0.5824888888888888
PMC29030_plagiated_multiplagiated.xml,0.4784128205128206
PMC29031_plagiated_multiplagiated.xml,0.4618738562091503
PMC29044_plagiated_multiplagiated.xml,0.40492222222222224
PMC29046_plagiated_multiplagiated.xml,0.3643173333333333
PMC29048_plagiated_multiplagiated.xml,0.47777103174603175
PMC29057_plagiated_multiplagiated.xml,0.2986746031746032
PMC29058_plagiated_multiplagiated.xml,0.33016150793650795
PMC29059_plagiated_multiplagiated.xml,0.17268333333333333
PMC29061_plagiated_multiplagiated.xml,0.32010085470085464
PMC29062_plagiated_multiplagiated.xml,0.21897301587301587
PMC29063_plagiated_multiplagiated.xml,0.2910244444444445
PMC29065_plagiated_multiplagiated.xml,0.24914230769230772
PMC29066_plagiated_multiplagiated.xml,0.7155277777777777
PMC29067_plagiated_multiplagiated.xml,0.2706202777777778
PMC29068_plagiated_multiplagiated.xml,0.5957987654320988
PMC29073_plagiated_multiplagiated.xml,0.1685777777777778
PMC29077_plagiated_multiplagiated.xml,0.3373930555555556
PMC29079_plagiated_multiplagiated.xml,0.514515
PMC29080_plagiated_multiplagiated.xml,0.46218333333333333
PMC29081_plagiated_multiplagiated.xml,0.34020152777777773
PMC29083_plagiated_multiplagiated.xml,0.37320326797385617
PMC29085_plagiated_multiplagiated.xml,0.184544
PMC29086_plagiated_multiplagiated.xml,0.46841805555555555
PMC29087_plagiated_multiplagiated.xml,0.5180571428571428
PMC29088_plagiated_multiplagiated.xml,0.1941576923076923
PMC29089_plagiated_multiplagiated.xml,0.2367857142857143
PMC29092_plagiated_multiplagiated.xml,0.28650793650793654
PMC29094_plagiated_multiplagiated.xml,0.49377166666666666
PMC29096_plagiated_multiplagiated.xml,0.38125666666666663
PMC29097_plagiated_multiplagiated.xml,0.4403781746031746
PMC29098_plagiated_multiplagiated.xml,0.5324452380952381
PMC29101_plagiated_multiplagiated.xml,0.44269166666666665
PMC30704_plagiated_multiplagiated.xml,0.49050063492063495
PMC30706_plagiated_multiplagiated.xml,0.3197988304093567
PMC30707_plagiated_multiplagiated.xml,0.47775377777777783
PMC30708_plagiated_multiplagiated.xml,0.5522944444444445
PMC30711_plagiated_multiplagiated.xml,0.4842066666666667
PMC30712_plagiated_multiplagiated.xml,0.29369814814814815
PMC30714_plagiated_multiplagiated.xml,0.4129136752136752
PMC30715_plagiated_multiplagiated.xml,0.33675555555555553
PMC31330_plagiated_multiplagiated.xml,0.3492483660130719
PMC31332_plagiated_multiplagiated.xml,0.24655787037037036
PMC31333_plagiated_multiplagiated.xml,0.512786111111111
PMC31334_plagiated_multiplagiated.xml,0.4454424242424242
PMC31335_plagiated_multiplagiated.xml,0.25050353535353537
PMC31336_plagiated_multiplagiated.xml,0.31067936507936506
PMC31337_plagiated_multiplagiated.xml,0.46118888888888887
PMC31338_plagiated_multiplagiated.xml,0.34978771929824565
PMC31339_plagiated_multiplagiated.xml,0.3976188888888889
PMC31341_plagiated_multiplagiated.xml,0.20604444444444447
PMC31342_plagiated_multiplagiated.xml,0.30144444444444446
PMC31344_plagiated_multiplagiated.xml,0.47325777777777783
PMC31347_plagiated_multiplagiated.xml,0.23105416666666667
PMC31348_plagiated_multiplagiated.xml,0.2861135964912281
PMC31349_plagiated_multiplagiated.xml,0.6456007936507936
PMC31370_plagiated_multiplagiated.xml,0.3928375
PMC31411_plagiated_multiplagiated.xml,0.3229726984126984
PMC31431_plagiated_multiplagiated.xml,0.3148348611111111
PMC31433_plagiated_multiplagiated.xml,0.5127674999999999
PMC31479_plagiated_multiplagiated.xml,0.3626024242424242
PMC31481_plagiated_multiplagiated.xml,0.24945777777777778
PMC31482_plagiated_multiplagiated.xml,0.39755
PMC31580_plagiated_multiplagiated.xml,0.3411333333333333
PMC31918_plagiated_multiplagiated.xml,0.25784111111111113
PMC31925_plagiated_multiplagiated.xml,0.5771930555555556
PMC32158_plagiated_multiplagiated.xml,0.2593138888888889
PMC32163_plagiated_multiplagiated.xml,0.3613661111111111
