input_file,average_probability
PMC32169_plagiated_multiplagiated.xml,0.4529708333333334
PMC32170_plagiated_multiplagiated.xml,0.4578190476190476
PMC32172_plagiated_multiplagiated.xml,0.6366555555555555
PMC32173_plagiated_multiplagiated.xml,0.5363015277777778
PMC32174_plagiated_multiplagiated.xml,0.3911666666666667
PMC32180_plagiated_multiplagiated.xml,0.46129555555555557
PMC32181_plagiated_multiplagiated.xml,0.3235222222222222
PMC32182_plagiated_multiplagiated.xml,0.510368253968254
PMC32183_plagiated_multiplagiated.xml,0.4650346405228758
PMC32187_plagiated_multiplagiated.xml,0.22137410714285713
PMC32188_plagiated_multiplagiated.xml,0.22690711111111114
PMC32189_plagiated_multiplagiated.xml,0.3070338095238095
PMC32191_plagiated_multiplagiated.xml,0.6689238095238096
PMC32193_plagiated_multiplagiated.xml,0.5410777777777778
PMC32195_plagiated_multiplagiated.xml,0.6147435897435898
PMC32196_plagiated_multiplagiated.xml,0.4077611111111111
PMC32197_plagiated_multiplagiated.xml,0.5243069444444445
PMC32199_plagiated_multiplagiated.xml,0.4335944444444444
PMC32204_plagiated_multiplagiated.xml,0.3328111111111111
PMC32206_plagiated_multiplagiated.xml,0.4786904761904762
PMC32208_plagiated_multiplagiated.xml,0.5597666666666666
PMC32247_plagiated_multiplagiated.xml,0.21171111111111116
PMC32248_plagiated_multiplagiated.xml,0.3197474747474747
PMC32250_plagiated_multiplagiated.xml,0.3005055555555555
PMC32296_plagiated_multiplagiated.xml,0.3178534722222222
PMC32297_plagiated_multiplagiated.xml,0.22130785634118966
PMC32299_plagiated_multiplagiated.xml,0.44611666666666666
PMC32302_plagiated_multiplagiated.xml,0.6815694444444444
PMC32303_plagiated_multiplagiated.xml,0.2591177777777778
PMC32304_plagiated_multiplagiated.xml,0.6401291666666667
PMC32311_plagiated_multiplagiated.xml,0.7714027777777778
PMC32312_plagiated_multiplagiated.xml,0.24135470085470087
PMC32313_plagiated_multiplagiated.xml,0.24808869047619045
PMC33341_plagiated_multiplagiated.xml,0.2997820987654321
PMC33342_plagiated_multiplagiated.xml,0.4259
PMC33343_plagiated_multiplagiated.xml,0.4212188034188034
PMC33344_plagiated_multiplagiated.xml,0.5865944444444443
PMC33392_plagiated_multiplagiated.xml,0.4736652777777777
PMC33394_plagiated_multiplagiated.xml,0.41558611111111116
PMC33396_plagiated_multiplagiated.xml,0.4968377192982456
PMC33507_plagiated_multiplagiated.xml,0.5016192307692308
PMC33518_plagiated_multiplagiated.xml,0.683376923076923
PMC33820_plagiated_multiplagiated.xml,0.23645102564102563
PMC34102_plagiated_multiplagiated.xml,0.2712428571428571
PMC34107_plagiated_multiplagiated.xml,0.3992102564102564
PMC34110_plagiated_multiplagiated.xml,0.7655249999999999
PMC34111_plagiated_multiplagiated.xml,0.50415
PMC34113_plagiated_multiplagiated.xml,0.5039291666666667
PMC34114_plagiated_multiplagiated.xml,0.3583828571428571
PMC34116_plagiated_multiplagiated.xml,0.34303518518518517
PMC34117_plagiated_multiplagiated.xml,0.5936876543209877
PMC34514_plagiated_multiplagiated.xml,0.416495
PMC34520_plagiated_multiplagiated.xml,0.6267958333333333
PMC34549_plagiated_multiplagiated.xml,0.52509
PMC34550_plagiated_multiplagiated.xml,0.5573015873015873
PMC34551_plagiated_multiplagiated.xml,0.45377222222222224
PMC34552_plagiated_multiplagiated.xml,0.3493868686868687
PMC34605_plagiated_multiplagiated.xml,0.4958388888888889
PMC34606_plagiated_multiplagiated.xml,0.33835714285714286
PMC35267_plagiated_multiplagiated.xml,0.4533655555555555
PMC35277_plagiated_multiplagiated.xml,0.2538708333333333
PMC35278_plagiated_multiplagiated.xml,0.2886069444444444
PMC35279_plagiated_multiplagiated.xml,0.2930888888888889
PMC35280_plagiated_multiplagiated.xml,0.1543375
PMC35283_plagiated_multiplagiated.xml,0.5868476190476191
PMC35285_plagiated_multiplagiated.xml,0.2610624521072797
PMC35286_plagiated_multiplagiated.xml,0.5468208333333333
PMC35352_plagiated_multiplagiated.xml,0.37330555555555556
PMC35353_plagiated_multiplagiated.xml,0.44155694444444443
PMC35354_plagiated_multiplagiated.xml,0.5446666666666666
PMC35360_plagiated_multiplagiated.xml,0.3398527777777778
PMC35361_plagiated_multiplagiated.xml,0.388758547008547
PMC37242_plagiated_multiplagiated.xml,0.21561111111111111
PMC37243_plagiated_multiplagiated.xml,0.4069055555555556
PMC37310_plagiated_multiplagiated.xml,0.24894047619047618
PMC37313_plagiated_multiplagiated.xml,0.5000388888888888
PMC37314_plagiated_multiplagiated.xml,0.17695876543209876
PMC37351_plagiated_multiplagiated.xml,0.35518888888888894
PMC37352_plagiated_multiplagiated.xml,0.5525377192982456
PMC37353_plagiated_multiplagiated.xml,0.3211769230769231
PMC37354_plagiated_multiplagiated.xml,0.1217854700854701
PMC37355_plagiated_multiplagiated.xml,0.27993214285714285
PMC37356_plagiated_multiplagiated.xml,0.6109333333333333
PMC37391_plagiated_multiplagiated.xml,0.28913733333333336
