input_file,abstract_probability,intro_probability,conclusion_probability
PMC32191.xml,0.8705,0.39345555555555556,0.55105
PMC32193.xml,0.9823500000000001,0.4307687074829932,0.45011999999999996
PMC32195.xml,0.12049999999999998,0.2721441176470588,0.10018571428571431
PMC32196.xml,0.00595,0.59206,0.05999999999999999
PMC32197.xml,0.1204,0.22924242424242425,0.10695
PMC32199.xml,0.06883333333333333,0.16210000000000002,0.0960076923076923
PMC32204.xml,0.0304,0.480308,0.5003
PMC32206.xml,0.014199999999999999,0.24577272727272728,0.025333333333333336
PMC32208.xml,0.0164,0.20681818181818182,0.00766
PMC32247.xml,0.024,0.206075,0.033549999999999996
PMC32248.xml,0.16183333333333333,0.24957000000000001,0.11598181818181819
PMC32250.xml,0.0248,0.4580625,0.6133
PMC32296.xml,0.3768,0.16722352941176472,0.22204666666666664
PMC32297.xml,0.0088,0.28094210526315794,0.11641818181818181
PMC32299.xml,0.3286,0.36562,0.54365
PMC32302.xml,0.9257,0.3045346153846154,0.22685000000000005
PMC32303.xml,0.2117,0.4204,0.26353333333333334
PMC32304.xml,0.03505,0.42689333333333335,0.3417333333333334
PMC32311.xml,0.6966,0.4656833333333334,0.8362
PMC32312.xml,0.0421,0.1628272727272727,0.014933333333333333
PMC32313.xml,0.17635,0.34512105263157894,0.7429250000000001
PMC33341.xml,0.46705,0.25855666666666666,0.06723333333333333
PMC33342.xml,0.5033,0.24774545454545455,0.5930000000000001
PMC33343.xml,0.00895,0.3738428571428572,0.22089999999999999
PMC33344.xml,0.3463333333333333,0.5785190476190476,0.365075
PMC33392.xml,0.5125000000000001,0.44359565217391295,0.2870071428571429
PMC33394.xml,0.519,0.2625523809523809,0.13402499999999998
PMC33396.xml,0.97275,0.345692,0.18296
PMC33507.xml,0.5112666666666666,0.57465,0.3390666666666667
PMC33518.xml,0.0039,0.65713,0.50725
PMC33820.xml,0.0596,0.19040588235294117,0.38585
PMC34102.xml,0.0065,0.44248333333333334,0.03815
PMC34107.xml,0.01,0.2550294117647059,0.22905
PMC34110.xml,0.7119,0.5093850000000001,0.7731
PMC34111.xml,0.06895,0.4082,0.0387
PMC34113.xml,0.321125,0.30916000000000005,0.11036666666666667
PMC34114.xml,0.4789,0.6198250000000001,0.43910000000000005
PMC34116.xml,0.20204444444444444,0.43498571428571425,0.021525
PMC34117.xml,0.020900000000000002,0.45445714285714284,0.025483333333333334
PMC34514.xml,0.73075,0.38379285714285716,0.4019142857142857
PMC34520.xml,0.8294,0.5492476190476191,0.40492
PMC34549.xml,0.4315,0.47631249999999997,0.4336666666666667
PMC34550.xml,0.1691,0.2567363636363636,0.27542
PMC34551.xml,0.08393333333333335,0.6110777777777778,0.13555
PMC34552.xml,0.05576,0.46716428571428575,0.22687499999999997
PMC34605.xml,0.47054999999999997,0.48849600000000004,0.2963
PMC34606.xml,0.25285,0.5422499999999999,0.6124666666666667
PMC35267.xml,0.6323000000000001,0.18829642857142856,0.32631
PMC35277.xml,0.14850000000000002,0.1675409090909091,0.1981333333333333
PMC35278.xml,0.19833333333333333,0.24884090909090908,0.23767777777777777
PMC35279.xml,0.007633333333333333,0.11337333333333334,0.33500769230769234
PMC35280.xml,0.032850000000000004,0.40864375,0.2250545454545455
PMC35283.xml,0.4333666666666667,0.5695594594594595,0.20973333333333333
PMC35285.xml,0.1817,0.09755,0.1908441176470588
PMC35286.xml,0.0629,0.264175,0.2624642857142857
PMC35352.xml,0.0443,0.09726842105263159,0.17795999999999998
PMC35353.xml,0.022600000000000002,0.5033846153846154,0.02695
PMC35354.xml,0.2793,0.2238,0.578
PMC35360.xml,0.2007,0.18838181818181818,0.0095
PMC35361.xml,0.5575666666666667,0.4709189189189189,0.68202
PMC37242.xml,0.2975,0.30891250000000003,0.18674999999999997
PMC37243.xml,0.3301,0.11725250000000001,0.0756
PMC37310.xml,0.1131,0.7040666666666667,0.39125
PMC37313.xml,0.0429,0.47660714285714284,0.268
PMC37314.xml,0.0847,0.3207375,0.23055
PMC37351.xml,0.0352,0.41186363636363643,0.3109
PMC37352.xml,0.7414000000000001,0.70882,0.7488999999999999
PMC37353.xml,0.5324,0.10419375,0.0169
PMC37354.xml,0.31345,0.16501764705882352,0.0246
PMC37355.xml,0.048525,0.24552857142857146,0.23398333333333332
PMC37356.xml,0.94365,0.15629375,0.20329999999999998
PMC37391.xml,0.0232,0.2384238095238095,0.049133333333333334
