input_file,compare_file,intro_score
PMC13901_plagiated_multiplagiated.xml,PMC31333.xml,0.6942202381510301
PMC13901_plagiated_multiplagiated.xml,PMC28987.xml,0.6672558486148397
PMC13901_plagiated_multiplagiated.xml,PMC35267.xml,0.6594782130282962
PMC13901_plagiated_multiplagiated.xml,PMC32208.xml,0.6094268801001483
PMC13901_plagiated_multiplagiated.xml,PMC37355.xml,0.6081525695327537
PMC13902_plagiated_multiplagiated.xml,PMC13901.xml,0.7173920313229412
PMC13902_plagiated_multiplagiated.xml,PMC32304.xml,0.6820563255762571
PMC13902_plagiated_multiplagiated.xml,PMC32247.xml,0.6309172876419211
PMC13902_plagiated_multiplagiated.xml,PMC28987.xml,0.6296728276137233
PMC13902_plagiated_multiplagiated.xml,PMC29012.xml,0.6272252989139774
PMC13913_plagiated_multiplagiated.xml,PMC31334.xml,0.6089396155109676
PMC13913_plagiated_multiplagiated.xml,PMC17803.xml,0.5838936770398563
PMC13913_plagiated_multiplagiated.xml,PMC31347.xml,0.5810605721374968
PMC13913_plagiated_multiplagiated.xml,PMC32296.xml,0.5789524690572556
PMC13913_plagiated_multiplagiated.xml,PMC29097.xml,0.5786219432993281
PMC15015_plagiated_multiplagiated.xml,PMC32204.xml,0.4448643098709847
PMC15015_plagiated_multiplagiated.xml,PMC34549.xml,0.4354493506739856
PMC15015_plagiated_multiplagiated.xml,PMC32197.xml,0.430441813374465
PMC15015_plagiated_multiplagiated.xml,PMC31336.xml,0.427893318109846
PMC15015_plagiated_multiplagiated.xml,PMC30706.xml,0.4205751899903429
PMC15023_plagiated_multiplagiated.xml,PMC31333.xml,0.7084748914029064
PMC15023_plagiated_multiplagiated.xml,PMC29012.xml,0.678143124761029
PMC15023_plagiated_multiplagiated.xml,PMC29092.xml,0.6758399346006951
PMC15023_plagiated_multiplagiated.xml,PMC32197.xml,0.675302819167596
PMC15023_plagiated_multiplagiated.xml,PMC37355.xml,0.6552661284517293
PMC15024_plagiated_multiplagiated.xml,PMC31481.xml,0.7734947845169806
PMC15024_plagiated_multiplagiated.xml,PMC31333.xml,0.7593268094695336
PMC15024_plagiated_multiplagiated.xml,PMC31347.xml,0.7440997443357331
PMC15024_plagiated_multiplagiated.xml,PMC29092.xml,0.7385615076920409
PMC15024_plagiated_multiplagiated.xml,PMC32197.xml,0.7307793587923639
PMC15025_plagiated_multiplagiated.xml,PMC29057.xml,0.7667679698929846
PMC15025_plagiated_multiplagiated.xml,PMC37354.xml,0.7268573666369852
PMC15025_plagiated_multiplagiated.xml,PMC31347.xml,0.7220573318365461
PMC15025_plagiated_multiplagiated.xml,PMC29097.xml,0.6984809861712086
PMC15025_plagiated_multiplagiated.xml,PMC31330.xml,0.6979036976940987
PMC15027_plagiated_multiplagiated.xml,PMC29097.xml,0.608989304568194
PMC15027_plagiated_multiplagiated.xml,PMC31347.xml,0.6019086289807869
PMC15027_plagiated_multiplagiated.xml,PMC32299.xml,0.5989594690578717
PMC15027_plagiated_multiplagiated.xml,PMC32197.xml,0.5989529428628404
PMC15027_plagiated_multiplagiated.xml,PMC29079.xml,0.5826037454057
PMC15028_plagiated_multiplagiated.xml,PMC31481.xml,0.7802131477930536
PMC15028_plagiated_multiplagiated.xml,PMC31333.xml,0.741252057776349
PMC15028_plagiated_multiplagiated.xml,PMC35267.xml,0.7379873659451883
PMC15028_plagiated_multiplagiated.xml,PMC29092.xml,0.7362733064535318
PMC15028_plagiated_multiplagiated.xml,PMC15028.xml,0.7214858525921768
PMC16139_plagiated_multiplagiated.xml,PMC28987.xml,0.7145207326835635
PMC16139_plagiated_multiplagiated.xml,PMC29092.xml,0.7113887143845175
PMC16139_plagiated_multiplagiated.xml,PMC37351.xml,0.7088973432582117
PMC16139_plagiated_multiplagiated.xml,PMC29012.xml,0.7021116058321126
PMC16139_plagiated_multiplagiated.xml,PMC34114.xml,0.7020917360087806
PMC16145_plagiated_multiplagiated.xml,PMC32197.xml,0.6107760903894521
PMC16145_plagiated_multiplagiated.xml,PMC29012.xml,0.5702082931760588
PMC16145_plagiated_multiplagiated.xml,PMC31347.xml,0.5687940151714042
PMC16145_plagiated_multiplagiated.xml,PMC37351.xml,0.56488383655658
PMC16145_plagiated_multiplagiated.xml,PMC29079.xml,0.5539569430604185
PMC17599_plagiated_multiplagiated.xml,PMC31330.xml,0.8183366992849439
PMC17599_plagiated_multiplagiated.xml,PMC30707.xml,0.8163561365537062
PMC17599_plagiated_multiplagiated.xml,PMC15024.xml,0.8060370758373805
PMC17599_plagiated_multiplagiated.xml,PMC35353.xml,0.8021420526189766
PMC17599_plagiated_multiplagiated.xml,PMC30712.xml,0.792127421230192
PMC17803_plagiated_multiplagiated.xml,PMC34520.xml,0.7681743692383449
PMC17803_plagiated_multiplagiated.xml,PMC35283.xml,0.743723344068489
PMC17803_plagiated_multiplagiated.xml,PMC29079.xml,0.7309252122114285
PMC17803_plagiated_multiplagiated.xml,PMC29065.xml,0.7296771140969622
PMC17803_plagiated_multiplagiated.xml,PMC31347.xml,0.7237011542166434
PMC25775_plagiated_multiplagiated.xml,PMC29057.xml,0.7475720706217936
PMC25775_plagiated_multiplagiated.xml,PMC37354.xml,0.7215004345386998
PMC25775_plagiated_multiplagiated.xml,PMC32299.xml,0.6959825922537144
PMC25775_plagiated_multiplagiated.xml,PMC31330.xml,0.6959332967485508
PMC25775_plagiated_multiplagiated.xml,PMC31347.xml,0.6758815557338618
PMC28987_plagiated_multiplagiated.xml,PMC31347.xml,0.7655969801278688
PMC28987_plagiated_multiplagiated.xml,PMC30711.xml,0.7387991413188033
PMC28987_plagiated_multiplagiated.xml,PMC32197.xml,0.7379603604327873
PMC28987_plagiated_multiplagiated.xml,PMC29097.xml,0.7335150918700406
PMC28987_plagiated_multiplagiated.xml,PMC32183.xml,0.730741598687878
PMC28992_plagiated_multiplagiated.xml,PMC37355.xml,0.5371898490886712
PMC28992_plagiated_multiplagiated.xml,PMC31333.xml,0.5216107133178136
PMC28992_plagiated_multiplagiated.xml,PMC29092.xml,0.4993469048472571
PMC28992_plagiated_multiplagiated.xml,PMC13902.xml,0.4976002898900595
PMC28992_plagiated_multiplagiated.xml,PMC29030.xml,0.4955407009480069
PMC28994_plagiated_multiplagiated.xml,PMC31348.xml,0.5422638573408175
PMC28994_plagiated_multiplagiated.xml,PMC30711.xml,0.5333512749921676
PMC28994_plagiated_multiplagiated.xml,PMC29016.xml,0.524916665510808
PMC28994_plagiated_multiplagiated.xml,PMC32313.xml,0.5236291313993733
PMC28994_plagiated_multiplagiated.xml,PMC32183.xml,0.5213689650502262
PMC29004_plagiated_multiplagiated.xml,PMC31347.xml,0.6907360976887191
PMC29004_plagiated_multiplagiated.xml,PMC29097.xml,0.663034908435028
PMC29004_plagiated_multiplagiated.xml,PMC31411.xml,0.6414042921254615
PMC29004_plagiated_multiplagiated.xml,PMC35277.xml,0.6326799549927432
PMC29004_plagiated_multiplagiated.xml,PMC32299.xml,0.6301718222557868
PMC29012_plagiated_multiplagiated.xml,PMC31347.xml,0.6907360976887191
PMC29012_plagiated_multiplagiated.xml,PMC29097.xml,0.663034908435028
PMC29012_plagiated_multiplagiated.xml,PMC31411.xml,0.6414042921254615
PMC29012_plagiated_multiplagiated.xml,PMC35277.xml,0.6326799549927432
PMC29012_plagiated_multiplagiated.xml,PMC32299.xml,0.6301718222557868
PMC29014_plagiated_multiplagiated.xml,PMC31347.xml,0.6907360976887191
PMC29014_plagiated_multiplagiated.xml,PMC29097.xml,0.663034908435028
PMC29014_plagiated_multiplagiated.xml,PMC31411.xml,0.6414042921254615
PMC29014_plagiated_multiplagiated.xml,PMC35277.xml,0.6326799549927432
PMC29014_plagiated_multiplagiated.xml,PMC32299.xml,0.6301718222557868
PMC29016_plagiated_multiplagiated.xml,PMC29012.xml,0.6684959936942974
PMC29016_plagiated_multiplagiated.xml,PMC31339.xml,0.6586102304784948
PMC29016_plagiated_multiplagiated.xml,PMC31334.xml,0.6531331138526393
PMC29016_plagiated_multiplagiated.xml,PMC28987.xml,0.6369655955917504
PMC29016_plagiated_multiplagiated.xml,PMC32197.xml,0.6314068982532912
PMC29017_plagiated_multiplagiated.xml,PMC29012.xml,0.6684959936942974
PMC29017_plagiated_multiplagiated.xml,PMC31339.xml,0.6586102304784948
PMC29017_plagiated_multiplagiated.xml,PMC31334.xml,0.6531331138526393
PMC29017_plagiated_multiplagiated.xml,PMC28987.xml,0.6369655955917504
PMC29017_plagiated_multiplagiated.xml,PMC32197.xml,0.6314068982532912
PMC29028_plagiated_multiplagiated.xml,PMC31481.xml,0.7802131477930536
PMC29028_plagiated_multiplagiated.xml,PMC31333.xml,0.741252057776349
PMC29028_plagiated_multiplagiated.xml,PMC35267.xml,0.7379873659451883
PMC29028_plagiated_multiplagiated.xml,PMC29092.xml,0.7362733064535318
PMC29028_plagiated_multiplagiated.xml,PMC15028.xml,0.7214858525921768
PMC29030_plagiated_multiplagiated.xml,PMC32197.xml,0.666171503955796
PMC29030_plagiated_multiplagiated.xml,PMC30711.xml,0.6611268332547147
PMC29030_plagiated_multiplagiated.xml,PMC37310.xml,0.6526112786885931
PMC29030_plagiated_multiplagiated.xml,PMC29012.xml,0.639536002725394
PMC29030_plagiated_multiplagiated.xml,PMC29098.xml,0.6213088177924175
PMC29031_plagiated_multiplagiated.xml,PMC37310.xml,0.6957321005127597
PMC29031_plagiated_multiplagiated.xml,PMC32174.xml,0.6641895132404991
PMC29031_plagiated_multiplagiated.xml,PMC29098.xml,0.6433970146991348
PMC29031_plagiated_multiplagiated.xml,PMC34114.xml,0.5883302549275257
PMC29031_plagiated_multiplagiated.xml,PMC28987.xml,0.572301685292631
PMC29044_plagiated_multiplagiated.xml,PMC31347.xml,0.6907360976887191
PMC29044_plagiated_multiplagiated.xml,PMC29097.xml,0.663034908435028
PMC29044_plagiated_multiplagiated.xml,PMC31411.xml,0.6414042921254615
PMC29044_plagiated_multiplagiated.xml,PMC35277.xml,0.6326799549927432
PMC29044_plagiated_multiplagiated.xml,PMC32299.xml,0.6301718222557868
PMC29046_plagiated_multiplagiated.xml,PMC29016.xml,0.5557251201443933
PMC29046_plagiated_multiplagiated.xml,PMC32247.xml,0.5362280468370206
PMC29046_plagiated_multiplagiated.xml,PMC28994.xml,0.525720409685099
PMC29046_plagiated_multiplagiated.xml,PMC32304.xml,0.521479255294027
PMC29046_plagiated_multiplagiated.xml,PMC32174.xml,0.5180128916017204
PMC29048_plagiated_multiplagiated.xml,PMC32197.xml,0.6107760903894521
PMC29048_plagiated_multiplagiated.xml,PMC29012.xml,0.5702082931760588
PMC29048_plagiated_multiplagiated.xml,PMC31347.xml,0.5687940151714042
PMC29048_plagiated_multiplagiated.xml,PMC37351.xml,0.56488383655658
PMC29048_plagiated_multiplagiated.xml,PMC29079.xml,0.5539569430604185
PMC29057_plagiated_multiplagiated.xml,PMC29092.xml,0.5975129929365439
PMC29057_plagiated_multiplagiated.xml,PMC34114.xml,0.5825778210293764
PMC29057_plagiated_multiplagiated.xml,PMC29096.xml,0.5777386797547832
PMC29057_plagiated_multiplagiated.xml,PMC28987.xml,0.5772658344603656
PMC29057_plagiated_multiplagiated.xml,PMC15028.xml,0.5764187349687213
PMC29058_plagiated_multiplagiated.xml,PMC29057.xml,0.7975778087000445
PMC29058_plagiated_multiplagiated.xml,PMC37354.xml,0.726310022612692
PMC29058_plagiated_multiplagiated.xml,PMC33392.xml,0.7256030265416228
PMC29058_plagiated_multiplagiated.xml,PMC35277.xml,0.7161567184178532
PMC29058_plagiated_multiplagiated.xml,PMC29088.xml,0.7105297033254436
PMC29059_plagiated_multiplagiated.xml,PMC31347.xml,0.7655969801278688
PMC29059_plagiated_multiplagiated.xml,PMC30711.xml,0.7387991413188033
PMC29059_plagiated_multiplagiated.xml,PMC32197.xml,0.7379603604327873
PMC29059_plagiated_multiplagiated.xml,PMC29097.xml,0.7335150918700406
PMC29059_plagiated_multiplagiated.xml,PMC32183.xml,0.730741598687878
PMC29061_plagiated_multiplagiated.xml,PMC31347.xml,0.7253440065934413
PMC29061_plagiated_multiplagiated.xml,PMC29097.xml,0.7025333157219991
PMC29061_plagiated_multiplagiated.xml,PMC32299.xml,0.7009406323663212
PMC29061_plagiated_multiplagiated.xml,PMC32313.xml,0.670606539723382
PMC29061_plagiated_multiplagiated.xml,PMC31339.xml,0.6688182468419688
PMC29062_plagiated_multiplagiated.xml,PMC31333.xml,0.6942202381510301
PMC29062_plagiated_multiplagiated.xml,PMC28987.xml,0.6672558486148397
PMC29062_plagiated_multiplagiated.xml,PMC35267.xml,0.6594782130282962
PMC29062_plagiated_multiplagiated.xml,PMC32208.xml,0.6094268801001483
PMC29062_plagiated_multiplagiated.xml,PMC37355.xml,0.6081525695327537
PMC29063_plagiated_multiplagiated.xml,PMC37310.xml,0.6249904087612075
PMC29063_plagiated_multiplagiated.xml,PMC29031.xml,0.6219209297253774
PMC29063_plagiated_multiplagiated.xml,PMC32304.xml,0.6060639954469607
PMC29063_plagiated_multiplagiated.xml,PMC37313.xml,0.604775826022574
PMC29063_plagiated_multiplagiated.xml,PMC28994.xml,0.5896999616441899
PMC29065_plagiated_multiplagiated.xml,PMC29098.xml,0.6221367816469718
PMC29065_plagiated_multiplagiated.xml,PMC32247.xml,0.616745255963023
PMC29065_plagiated_multiplagiated.xml,PMC32174.xml,0.6135688322515229
PMC29065_plagiated_multiplagiated.xml,PMC37313.xml,0.5967020226498765
PMC29065_plagiated_multiplagiated.xml,PMC29016.xml,0.5867683860128238
PMC29066_plagiated_multiplagiated.xml,PMC32197.xml,0.669127555912391
PMC29066_plagiated_multiplagiated.xml,PMC30711.xml,0.6619567383857263
PMC29066_plagiated_multiplagiated.xml,PMC31347.xml,0.6611996752611784
PMC29066_plagiated_multiplagiated.xml,PMC29092.xml,0.6574315560197326
PMC29066_plagiated_multiplagiated.xml,PMC28987.xml,0.6439852676576878
PMC29067_plagiated_multiplagiated.xml,PMC29092.xml,0.6648808326077839
PMC29067_plagiated_multiplagiated.xml,PMC31333.xml,0.6612981468934735
PMC29067_plagiated_multiplagiated.xml,PMC32183.xml,0.6567432580929721
PMC29067_plagiated_multiplagiated.xml,PMC31411.xml,0.6366677859308747
PMC29067_plagiated_multiplagiated.xml,PMC30711.xml,0.6320852860904429
PMC29068_plagiated_multiplagiated.xml,PMC29097.xml,0.608989304568194
PMC29068_plagiated_multiplagiated.xml,PMC31347.xml,0.6019086289807869
PMC29068_plagiated_multiplagiated.xml,PMC32299.xml,0.5989594690578717
PMC29068_plagiated_multiplagiated.xml,PMC32197.xml,0.5989529428628404
PMC29068_plagiated_multiplagiated.xml,PMC29079.xml,0.5826037454057
PMC29073_plagiated_multiplagiated.xml,PMC31347.xml,0.6907360976887191
PMC29073_plagiated_multiplagiated.xml,PMC29097.xml,0.663034908435028
PMC29073_plagiated_multiplagiated.xml,PMC31411.xml,0.6414042921254615
PMC29073_plagiated_multiplagiated.xml,PMC35277.xml,0.6326799549927432
PMC29073_plagiated_multiplagiated.xml,PMC32299.xml,0.6301718222557868
PMC29077_plagiated_multiplagiated.xml,PMC37314.xml,0.6979484068753182
PMC29077_plagiated_multiplagiated.xml,PMC29092.xml,0.6597627550423473
PMC29077_plagiated_multiplagiated.xml,PMC32299.xml,0.6419287743209185
PMC29077_plagiated_multiplagiated.xml,PMC31333.xml,0.6340046207804009
PMC29077_plagiated_multiplagiated.xml,PMC32313.xml,0.6207584685991531
PMC29079_plagiated_multiplagiated.xml,PMC29065.xml,0.8622969095047789
PMC29079_plagiated_multiplagiated.xml,PMC35283.xml,0.8281365785638837
PMC29079_plagiated_multiplagiated.xml,PMC34520.xml,0.8129388791040817
PMC29079_plagiated_multiplagiated.xml,PMC29079.xml,0.7631656191275022
PMC29079_plagiated_multiplagiated.xml,PMC29097.xml,0.7205485166929286
PMC29080_plagiated_multiplagiated.xml,PMC32197.xml,0.6107760903894521
PMC29080_plagiated_multiplagiated.xml,PMC29012.xml,0.5702082931760588
PMC29080_plagiated_multiplagiated.xml,PMC31347.xml,0.5687940151714042
PMC29080_plagiated_multiplagiated.xml,PMC37351.xml,0.56488383655658
PMC29080_plagiated_multiplagiated.xml,PMC29079.xml,0.5539569430604185
PMC29081_plagiated_multiplagiated.xml,PMC13901.xml,0.654184887773861
PMC29081_plagiated_multiplagiated.xml,PMC32304.xml,0.635794083932144
PMC29081_plagiated_multiplagiated.xml,PMC37310.xml,0.5609154064278699
PMC29081_plagiated_multiplagiated.xml,PMC28994.xml,0.5378294053709529
PMC29081_plagiated_multiplagiated.xml,PMC29098.xml,0.5311091894622083
PMC29083_plagiated_multiplagiated.xml,PMC31347.xml,0.6206253627060769
PMC29083_plagiated_multiplagiated.xml,PMC32299.xml,0.6199710063091063
PMC29083_plagiated_multiplagiated.xml,PMC32197.xml,0.6142401572898913
PMC29083_plagiated_multiplagiated.xml,PMC31333.xml,0.610825696067184
PMC29083_plagiated_multiplagiated.xml,PMC32183.xml,0.6082805556996493
PMC29085_plagiated_multiplagiated.xml,PMC32204.xml,0.4448643098709847
PMC29085_plagiated_multiplagiated.xml,PMC34549.xml,0.4354493506739856
PMC29085_plagiated_multiplagiated.xml,PMC32197.xml,0.430441813374465
PMC29085_plagiated_multiplagiated.xml,PMC31336.xml,0.427893318109846
PMC29085_plagiated_multiplagiated.xml,PMC30706.xml,0.4205751899903429
PMC29086_plagiated_multiplagiated.xml,PMC33392.xml,0.6971627169455052
PMC29086_plagiated_multiplagiated.xml,PMC31411.xml,0.6945045858465009
PMC29086_plagiated_multiplagiated.xml,PMC35277.xml,0.6908410926517
PMC29086_plagiated_multiplagiated.xml,PMC31347.xml,0.6743328826437214
PMC29086_plagiated_multiplagiated.xml,PMC30712.xml,0.6635417653656359
PMC29087_plagiated_multiplagiated.xml,PMC29092.xml,0.6725246694556528
PMC29087_plagiated_multiplagiated.xml,PMC13902.xml,0.6368485412752337
PMC29087_plagiated_multiplagiated.xml,PMC29004.xml,0.5778709890545661
PMC29087_plagiated_multiplagiated.xml,PMC34606.xml,0.5609298422234932
PMC29087_plagiated_multiplagiated.xml,PMC33342.xml,0.5506623869566665
PMC29088_plagiated_multiplagiated.xml,PMC29057.xml,0.6827415924833907
PMC29088_plagiated_multiplagiated.xml,PMC32189.xml,0.6603901941578589
PMC29088_plagiated_multiplagiated.xml,PMC37354.xml,0.6540006382945873
PMC29088_plagiated_multiplagiated.xml,PMC29089.xml,0.6314299119820601
PMC29088_plagiated_multiplagiated.xml,PMC31330.xml,0.6283357667594907
PMC29089_plagiated_multiplagiated.xml,PMC31333.xml,0.6195688655429161
PMC29089_plagiated_multiplagiated.xml,PMC29092.xml,0.6139357392538838
PMC29089_plagiated_multiplagiated.xml,PMC37355.xml,0.6102531447930799
PMC29089_plagiated_multiplagiated.xml,PMC31348.xml,0.6009543433231749
PMC29089_plagiated_multiplagiated.xml,PMC29012.xml,0.5925523487605939
PMC29092_plagiated_multiplagiated.xml,PMC31333.xml,0.6195688655429161
PMC29092_plagiated_multiplagiated.xml,PMC29092.xml,0.6139357392538838
PMC29092_plagiated_multiplagiated.xml,PMC37355.xml,0.6102531447930799
PMC29092_plagiated_multiplagiated.xml,PMC31348.xml,0.6009543433231749
PMC29092_plagiated_multiplagiated.xml,PMC29012.xml,0.5925523487605939
PMC29094_plagiated_multiplagiated.xml,PMC31347.xml,0.7726637954181358
PMC29094_plagiated_multiplagiated.xml,PMC32197.xml,0.7683654218553636
PMC29094_plagiated_multiplagiated.xml,PMC28987.xml,0.7382378331913337
PMC29094_plagiated_multiplagiated.xml,PMC30711.xml,0.7283394581525362
PMC29094_plagiated_multiplagiated.xml,PMC37351.xml,0.7042477732430306
PMC29096_plagiated_multiplagiated.xml,PMC29065.xml,0.8622969095047789
PMC29096_plagiated_multiplagiated.xml,PMC35283.xml,0.8281365785638837
